scientificName;redlistCategory
Pseudophilotes baton;Least Concern
Erebia epistygne;Vulnerable
Satyrus actaea;Least Concern
Erebia epiphron;Least Concern
Euchloe eversi;Near Threatened
Melanargia lachesis;Least Concern
Laeosopis roboris;Least Concern
Hipparchia bacchus;Vulnerable
Euchloe simplonia;Least Concern
Hipparchia tamadabae;Vulnerable
Polyommatus fulgens;Least Concern
Hipparchia wyssii;Near Threatened
Pyrgus malvoides;Near Threatened
Melitaea parthenoides;Least Concern
Melitaea celadussa;Least Concern
Agriades zullichi;Endangered
Polyommatus golgus;Endangered
Polyommatus violetae;Endangered
Lycaena bleusei;Least Concern
Euchloe bazae;Endangered
Erebia zapateri;Near Threatened
Lysandra caelestissima;Least Concern
Erebia hispania;Near Threatened
Polyommatus fabressei;Near Threatened
Pseudochazara williamsi;Critically Endangered
Cerophytum elateroides;Near Threatened
Ampedus hispanicus;Data Deficient
Ampedus pyrenaeus;Data Deficient
Ampedus fuentei;Data Deficient
Ampedus koschwitzi;Data Deficient
Crepidophorus mutilatus;Vulnerable
Ampedus quadrisignatus;Endangered
Brachygonus campadellii;Near Threatened
Ampedus cardinalis;Near Threatened
Ampedus melanurus;Near Threatened
Ampedus brunnicornis;Vulnerable
Ampedus aethiops;Least Concern
Stenagostus rufus;Least Concern
Ampedus auripes;Least Concern
Ampedus talamellii;Least Concern
Stenagostus laufferi;Least Concern
Larus fuscus;Least Concern
Carex lucennoiberica;Vulnerable
Purpuricenus ferrugineus;Least Concern
Ropalopus ungaricus;Vulnerable
Podarcis lusitanicus;Least Concern
Carcharodon carcharias;Vulnerable
Alopias vulpinus;Vulnerable
Calotropis procera;Least Concern
Delagrangeus schurmanni;Vulnerable
Tenebroides fuscus;Least Concern
Pseudosphegesthes cinerea;Near Threatened
Chlorophorus ruficornis;Least Concern
Leipaspis pinicola;Least Concern
Scobicia barbifrons;Least Concern
Grynocharis oblonga;Least Concern
Clytus tropicus;Least Concern
Ropalopus femoratus;Least Concern
Blabinotus spinicollis;Least Concern
Leipaspis lauricola;Least Concern
Stephanopachys brunneus;Least Concern
Callimus abdominalis;Least Concern
Unio mancus;Endangered
Anaglyptus mysticus;Least Concern
Buprestis splendens;Endangered
Osmoderma eremita;Near Threatened
Platycerus spinifer;Least Concern
Lucanus tetraodon;Least Concern
Hylis simonae;Least Concern
Pediacus tabellatus;Data Deficient
Hylis cariniceps;Least Concern
Hylis foveicollis;Least Concern
Erinaceus europaeus;Near Threatened
Anser albifrons;Least Concern
Mobula thurstoni;Endangered
Mobula tarapacana;Endangered
Mobula mobular;Endangered
Centaurea gallaecica;Endangered
Mobula birostris;Endangered
Ammotragus lervia;Vulnerable
Unio tumidiformis;Critically Endangered
Lampyris noctiluca;Near Threatened
Lamprohiza mulsantii;Least Concern
Phosphaenus hemipterus;Least Concern
Podarcis siculus;Least Concern
Zootoca vivipara;Least Concern
Lepus castroviejoi;Vulnerable
Leucorrhinia dubia;Least Concern
Lepus granatensis;Least Concern
Lutra lutra;Near Threatened
Pelodytes punctatus;Least Concern
Iguana iguana;Least Concern
Lynx pardinus;Vulnerable
Polyporus efibulatus;Least Concern
Mercuria midarensis;Vulnerable
Salamandra salamandra;Vulnerable
Danaus plexippus;Least Concern
Talpa aquitania;Least Concern
Alaudala rufescens;Least Concern
Calopteryx virgo;Least Concern
Merodon confusus;Vulnerable
Coenagrion mercuriale;Vulnerable
Anaglyptus baeticus;Least Concern
Microtus arvalis;Least Concern
Crocidura canariensis;Endangered
Microtus agrestis;Least Concern
Microtus rozianus;Least Concern
Microtus lavernedii;Least Concern
Sciurus vulgaris;Least Concern
Crocidura gueldenstaedtii;Least Concern
Neomys anomalus;Least Concern
Neomys milleri;Least Concern
Microtus cabrerae;Near Threatened
Microtus gerbii;Least Concern
Microtus duodecimcostatus;Least Concern
Microtus lusitanicus;Least Concern
Zizeeria knysna;Least Concern
Calocybe gambosa;Least Concern
Agaricus arvensis;Least Concern
Agaricus bitorquis;Least Concern
Agaricus campestris;Least Concern
Agaricus sylvaticus;Least Concern
Coprinus comatus;Least Concern
Lycoperdon perlatum;Least Concern
Albatrellus confluens;Least Concern
Boletus edulis;Least Concern
Boletus pinophilus;Least Concern
Boletus reticulatus;Least Concern
Imleria badia;Least Concern
Cortinarius caperatus;Least Concern
Clitopilus prunulus;Least Concern
Gomphidius glutinosus;Least Concern
Gomphidius roseus;Least Concern
Borbo borbonica;Least Concern
Gegenes pumilio;Least Concern
Hydnum repandum;Least Concern
Hygrophorus hypothejus;Least Concern
Hygrophorus olivaceoalbus;Least Concern
Hypholoma capnoides;Least Concern
Leptotes pirithous;Least Concern
Danaus chrysippus;Least Concern
Flammulina velutipes;Least Concern
Colotis evagore;Least Concern
Russula aeruginea;Least Concern
Russula claroflava;Least Concern
Russula decolorans;Least Concern
Russula vesca;Least Concern
Russula vinosa;Least Concern
Kuehneromyces mutabilis;Least Concern
Suillus bovinus;Least Concern
Suillus granulatus;Least Concern
Suillus grevillei;Least Concern
Suillus luteus;Least Concern
Suillus variegatus;Least Concern
Cantharellula umbonata;Least Concern
Tricholoma matsutake;Vulnerable
Pelecocera pruinosomaculata;Near Threatened
Hesperoferus machadoi;Least Concern
Hesperoferus roridus;Least Concern
Capra pyrenaica;Least Concern
Rupicapra pyrenaica;Least Concern
Ficus carica;Least Concern
Felis silvestris;Least Concern
Barbatula hispanica;Near Threatened
Phoxinus dragarum;Least Concern
Otis tarda;Endangered
Sorex alpinus;Near Threatened
Sorex coronatus;Least Concern
Sorex granarius;Least Concern
Pelodytes ibericus;Least Concern
Pelophylax perezi;Least Concern
Rana iberica;Vulnerable
Rana parvipalmata;Least Concern
Rana pyrenaica;Endangered
Triturus pygmaeus;Near Threatened
Marmota marmota;Least Concern
Talpa occidentalis;Least Concern
Galemys pyrenaicus;Endangered
Anthyllis hystrix;Least Concern
Cantharellus canalipes;Data Deficient
Alytes almogavarii;Least Concern
Alytes dickhilleni;Endangered
Alytes obstetricans;Least Concern
Bufotes balearicus;Least Concern
Chioglossa lusitanica;Near Threatened
Epidalea calamita;Least Concern
Hyla molleri;Least Concern
Ichthyosaura alpestris;Least Concern
Lissotriton boscai;Least Concern
Lissotriton helveticus;Least Concern
Pelobates cultripes;Vulnerable
Alca torda;Least Concern
Calotriton asper;Least Concern
Miniopterus schreibersii;Vulnerable
Ampedus straminipennis;Data Deficient
Onthophagus stylocerus;Least Concern
Brachygonus bouyoni;Near Threatened
Ampedus ottomerkli;Least Concern
Ampedus kyliesi;Data Deficient
Ampedus skoupyi;Data Deficient
Ampedus mantici;Data Deficient
Ampedus gazureki;Data Deficient
Ampedus ernesti;Data Deficient
Ampedus schimmeli;Data Deficient
Spiralix burgensis;Data Deficient
Ancylus striatus;Data Deficient
Silene marizii;Near Threatened
Buenia affinis;Least Concern
Buenia jeffreysii;Least Concern
Chromogobius britoi;Least Concern
Chromogobius quadrivittatus;Least Concern
Chromogobius zebratus;Least Concern
Corcyrogobius liechtensteini;Least Concern
Crystallogobius linearis;Least Concern
Deltentosteus collonianus;Least Concern
Didogobius schlieweni;Least Concern
Marcelogobius splechtnai;Least Concern
Gammogobius steinitzi;Least Concern
Gobius ater;Least Concern
Gobius couchi;Least Concern
Gobius fallax;Least Concern
Gobius gasteveni;Least Concern
Gobius geniporus;Least Concern
Gobius kolombatovici;Least Concern
Gobius roulei;Least Concern
Gobius vittatus;Least Concern
Gobius xanthocephalus;Least Concern
Lebetus guilleti;Least Concern
Lebetus scorpioides;Least Concern
Millerigobius macrocephalus;Least Concern
Odondebuenia balearica;Least Concern
Pomatoschistus flavescens;Least Concern
Pomatoschistus lozanoi;Least Concern
Pomatoschistus norvegicus;Least Concern
Pomatoschistus pictus;Least Concern
Pomatoschistus quagga;Least Concern
Pseudaphya ferreri;Least Concern
Speleogobius trigloides;Least Concern
Thorogobius ephippiatus;Least Concern
Thorogobius macrolepis;Least Concern
Vanneaugobius pruvoti;Data Deficient
Zebrus zebrus;Least Concern
Monachus monachus;Vulnerable
Agrocybe elatella;Near Threatened
Apletodon dentatus;Least Concern
Mauligobius maderensis;Least Concern
Lesueurigobius heterofasciatus;Least Concern
Marcelogobius helenae;Data Deficient
Buenia massutii;Least Concern
Buenia lombartei;Data Deficient
Diplecogaster tonstricula;Least Concern
Diplecogaster pectoralis;Least Concern
Lebetus patzneri;Data Deficient
Gobius incognitus;Least Concern
Gobius xoriguer;Least Concern
Gymnesigobius medits;Least Concern
Speleogobius llorisi;Least Concern
Tripterygion minor;Data Deficient
Salvelinus alpinus;Least Concern
Acipenser sturio;Critically Endangered
Euphorbia bourgeana;Vulnerable
Pennatula aculeata;Near Threatened
Pennatula phosphorea;Near Threatened
Radicipes gracilis;Least Concern
Candidella imbricata;Least Concern
Gyrophyllum hirondellei;Least Concern
Psammodromus algirus;Least Concern
Kophobelemnon stelliferum;Near Threatened
Funiculina quadrangularis;Near Threatened
Hipparchia fagi;Least Concern
Pyrgus cirsii;Least Concern
Bryoperdon acuminatum;Vulnerable
Aphia minuta;Least Concern
Carex camposii;Endangered
Deltentosteus quadrimaculatus;Least Concern
Gobius cobitis;Least Concern
Lesueurigobius suerii;Least Concern
Vanneaugobius dollfusi;Least Concern
Canis lupus;Least Concern
Phocoena phocoena;Least Concern
Chelonia mydas;Endangered
Volvariella caesiotincta;Vulnerable
Cortinarius bulliardii;Near Threatened
Hygrocybe mucronella;Vulnerable
Marasmius limosus;Least Concern
Hygrocybe aurantiosplendens;Vulnerable
Hohenbuehelia culmicola;Vulnerable
Clitocybe glareosa;Endangered
Romagnesiella clavus;Vulnerable
Ganoderma pfeifferi;Near Threatened
Camarophyllopsis schulzeri;Vulnerable
Hygrocybe quieta;Vulnerable
Carex furva;Critically Endangered
Calamagrostis varia;Least Concern
Juncus emmanuelis;Endangered
Narcissus alcaracensis;Endangered
Narcissus eugeniae;Least Concern
Narcissus munozii-garmendiae;Near Threatened
Narcissus radinganorum;Endangered
Pinguicula vallisneriifolia;Least Concern
Romulea assumptionis;Least Concern
Thorella verticillato-inundata;Vulnerable
Narcissus bujei;Endangered
Pistacia atlantica;Near Threatened
Millepora alcicornis;Endangered
Myotis crypticus;Near Threatened
Pluvialis squatarola;Vulnerable
Pluvialis dominica;Least Concern
Arenaria interpres;Near Threatened
Centrophorus granulosus;Endangered
Centrophorus lesliei;Endangered
Centrophorus squamosus;Endangered
Centrophorus uyato;Endangered
Deania profundorum;Near Threatened
Calidris himantopus;Near Threatened
Calidris fuscicollis;Vulnerable
Calidris minutilla;Near Threatened
Calidris pusilla;Near Threatened
Calidris melanotos;Least Concern
Calidris alpina;Near Threatened
Sphaerium nucleus;Least Concern
Charadrius vociferus;Near Threatened
Calidris subruficollis;Vulnerable
Dipturus batis;Critically Endangered
Dipturus intermedius;Critically Endangered
Limnodromus scolopaceus;Near Threatened
Gouania willdenowi;Least Concern
Calidris falcinellus;Vulnerable
Cyanoboletus poikilochromus;Vulnerable
Euglesa casertana;Least Concern
Barbatula barbatula;Least Concern
Panurginus brullei;Data Deficient
Nerophis lumbriciformis;Least Concern
Martes foina;Least Concern
Russula nitida;Least Concern
Russula integra;Least Concern
Russula fellea;Least Concern
Russula albonigra;Least Concern
Russula aquosa;Least Concern
Russula cessans;Least Concern
Russula ionochlora;Least Concern
Russula romellii;Least Concern
Russula sardonia;Least Concern
Russula fragilis;Least Concern
Russula aurea;Least Concern
Lactarius pallidus;Least Concern
Lactarius evosmus;Least Concern
Lactarius spinosulus;Least Concern
Lactarius controversus;Least Concern
Lactarius omphaliiformis;Least Concern
Lactarius decipiens;Least Concern
Lactarius tabidus;Least Concern
Russula densifolia;Least Concern
Lactarius zonarioides;Least Concern
Lactarius chrysorrheus;Least Concern
Russula versicolor;Least Concern
Russula violeipes;Least Concern
Russula sanguinea;Least Concern
Russula atrorubens;Least Concern
Russula rosea;Least Concern
Russula badia;Least Concern
Lactarius hepaticus;Least Concern
Russula pectinatoides;Least Concern
Lactarius mammosus;Least Concern
Russula nana;Least Concern
Russula firmula;Least Concern
Russula pelargonia;Least Concern
Russula graveolens;Least Concern
Russula faginea;Least Concern
Russula pseudointegra;Least Concern
Russula brunneoviolacea;Least Concern
Russula luteotacta;Least Concern
Russula cerolens;Least Concern
Russula aurora;Least Concern
Russula clavipes;Least Concern
Russula caerulea;Least Concern
Russula viscida;Least Concern
Russula turci;Least Concern
Lactarius picinus;Least Concern
Russula intermedia;Least Concern
Lactarius citriolens;Least Concern
Russula laccata;Least Concern
Russula farinipes;Least Concern
Russula mustelina;Least Concern
Russula cavipes;Least Concern
Russula odorata;Least Concern
Russula fragrantissima;Least Concern
Russula azurea;Least Concern
Russula subfoetens;Least Concern
Lactarius ruginosus;Least Concern
Russula maculata;Least Concern
Lactarius romagnesii;Least Concern
Russula amethystina;Least Concern
Lactarius lilacinus;Least Concern
Russula amoenicolor;Least Concern
Russula adusta;Least Concern
Russula decipiens;Least Concern
Russula chloroides;Least Concern
Russula risigallina;Least Concern
Russula heterophylla;Least Concern
Russula atropurpurea;Least Concern
Lactifluus volemus;Least Concern
Russula silvestris;Least Concern
Russula xerampelina;Least Concern
Russula virescens;Least Concern
Russula cyanoxantha;Least Concern
Lactarius aurantiacus;Least Concern
Lactarius obscuratus;Least Concern
Lactarius subdulcis;Least Concern
Lactarius turpis;Least Concern
Lactifluus glaucescens;Least Concern
Lactifluus vellereus;Least Concern
Lactarius semisanguifluus;Least Concern
Lactarius salmonicolor;Least Concern
Lactarius fuliginosus;Least Concern
Lactifluus piperatus;Least Concern
Lactarius vietus;Least Concern
Lactarius quietus;Least Concern
Lactarius pyrogalus;Least Concern
Lactarius glyciosmus;Least Concern
Lactarius blennius;Least Concern
Lactarius camphoratus;Least Concern
Lactarius trivialis;Least Concern
Lactarius torminosus;Least Concern
Lactarius scrobiculatus;Least Concern
Russula emetica;Least Concern
Lactarius helvus;Least Concern
Lactarius deterrimus;Least Concern
Russula nobilis;Least Concern
Russula betularum;Least Concern
Russula foetens;Least Concern
Russula acrifolia;Least Concern
Russula delica;Least Concern
Russula ochroleuca;Least Concern
Russula velenovskyi;Least Concern
Russula parazurea;Least Concern
Russula puellaris;Least Concern
Russula grata;Least Concern
Russula amoenolens;Least Concern
Lactarius badiosanguineus;Least Concern
Russula rhodopus;Least Concern
Russula gracillima;Least Concern
Lactarius lignyotus;Least Concern
Limnodromus griseus;Vulnerable
Vipera aspis;Vulnerable
Tringa solitaria;Least Concern
Tringa melanoleuca;Near Threatened
Calidris mauri;Least Concern
Calidris bairdii;Least Concern
Napaeus doloresae;Near Threatened
Charadrius semipalmatus;Least Concern
Calidris maritima;Least Concern
Steganopus tricolor;Least Concern
Phalaropus fulicarius;Least Concern
Actitis macularius;Least Concern
Emberiza sahari;Least Concern
Syrrhaptes paradoxus;Least Concern
Hirundapus caudacutus;Least Concern
Eremophila bilopha;Least Concern
Alaemon alaudipes;Least Concern
Amandava amandava;Least Concern
Alexandrinus krameri;Least Concern
Larvivora cyane;Least Concern
Locustella luscinioides;Least Concern
Oenanthe isabellina;Least Concern
Phylloscopus trochiloides;Least Concern
Monticola solitarius;Least Concern
Cyanistes teneriffae;Least Concern
Locustella fluviatilis;Least Concern
Phylloscopus canariensis;Least Concern
